"","Site","New.Name","DateTime","Date","pCO2_ppm","CH4_umol.L","CH4_sat","Flux_umol_m2_s","DOC_mg.L","TDN_mg.L","AirPress_kpa","AirTemp_c","Watertemp_c","waterTemp_c_day","WaterTemp_c_ave3","waterTemp_c_yearly","Baro_kpa","BaroTemp_c","Elevation_m","depth_ave_m","surface_area_m2","Volumn_m3","SA_to_Vol_ratio","surface_area_day","Volumn_m3_day","WS_area_minus_pond","percentpond","percent_DTW","PrecipAccuDay_mm","PrecipAccu_mm_PreviousDay","precip_mm_ave2","Precip_mm_ave7","solarrad_W_m2","solarrad_Wm2_daymean","windspeed_m_s","winddirecion","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_air_uatm","pCO2_w_atm","pCO2_w_uatm","KH_mol.l.atm","KH_mol.m3.atm","CO2_sat_mol.L","CO2_mol.L","CO2_umol.L","CO2_sat_precent","Flux_mol_m2_d","k_m_d","Sc_co2","KH_CH4_mol.L.atm","CH4_air_atm","CH4_sat_umol.L","CH4_pSat","CH4_mol.L","pCH4_w_atm","pCH4_w_uatm","pCH4_ppm","Sc_ch4","k_ch4","K600"
"1","Wetland10","S11",2022-07-05 11:30:00,"2022-07-05",2883.841769,4.643110295,193525.186,0.296666667,8.867,0.5712,63.70984,7.503792,7.179,7.13702083333333,7.64391208628842,9.00058421996068,62.4315,5.557,3998.755371,0.358674389076859,59.6040431105585,21.3784437491903,2.78804406016766,59.3904387311248,21.1186743686317,1632.737661,3.364938868,9.735572516,19.6,16.2,17.9,15.0571428571429,189.666666666667,67.7743055555556,4.36666666666667,102.666666666667,418.53,0.628922408687068,0.629890249687068,0.000263222895707799,263.222895707799,0.00181650381193341,1816.50381193341,0.0591597160378301,59.1597160378301,0.0000155721917647287,0.000107463849695616,107.463849695616,690.100991043686,0.0256320000288,0.278937181088604,1221.55733919432,0.00199479537268216,0.00000120185185532873,0.00239744851965921,193668.821537824,0.000004643110295,0.00232761232484562,2327.61232484562,3695.26647856827,1226.6735265257,0.278161050248326,0.418312742011746
"2","Wetland08","S12",2022-07-05 09:45:00,"2022-07-05",9996.920035,1.430249461,59326.06095,1.5275,2.303,0.08028,63.75624,5.008009,6.978,7.00183636363636,7.13778027597403,8.51450046248121,62.4398,5.609,3998.477295,0.346875834349112,217.491873845192,75.4426752042027,2.88287594861265,215.694644630046,74.1113998835023,109036.2475,0.181275531,11.8748279,19.6,16.2,17.9,15.0571428571429,133.666666666667,67.7743055555556,5.23333333333333,97.6666666666667,418.53,0.629380454096742,0.630348295096742,0.00026341460145311,263.41460145311,0.00630154150028072,6301.54150028072,0.0595242545835881,59.5242545835881,0.0000156795577979293,0.000375094560531755,375.094560531755,2392.25216275737,0.131976,0.367196691835756,1236.62697373722,0.0020029815178563,0.00000120272716636525,0.00240904028525328,59370.0931343964,0.000001430249461,0.000714060238823737,714.060238823737,1132.80268127662,1241.5602943772,0.366223346274235,0.554534556415961
"3","Wetland09","S10",2022-07-05 10:30:00,"2022-07-05",6099.989705,4.223109293,176634.3866,0.658,1.171,0.06864,63.72989,5.397598,7.36585,7.36244897959184,7.2421147668767,8.34297148081517,62.458,5.582,3999.155518,0.351952987068962,28.6722834584524,10.0912958092903,2.84128857188548,28.6994996010941,10.1058910962065,8485.824843,0.297054655,9.475939435,19.6,16.2,17.9,15.0571428571429,104.666666666667,67.7743055555556,5.16666666666667,91.3333333333333,418.53,0.629120335636723,0.630088176636723,0.000263305734074038,263.305734074038,0.00384353139072623,3843.53139072623,0.0588233073065493,58.8233073065493,0.0000154885141110137,0.000226089228139058,226.089228139058,1459.72187208255,0.0568512,0.269947802705121,1207.74788907235,0.00198722598553965,0.00000120223008779171,0.0023891028710573,176765.485662451,0.000004223109293,0.00212512785346512,2125.12785346512,3372.74675555508,1213.01022362271,0.26916650412178,0.402216671488543
"4","Wetland11","S6",2022-07-11 11:00:00,"2022-07-11",406.2982793,0.276707853,11996.77349,0.012857143,11.68,0.3581,62.78498,14.99531,8.4016,8.45635,8.00121657706093,8.47770404104806,62.4923,5.695,4145.759277,0.242211261104166,31.4728268418161,7.62307307986932,4.12862719694085,31.4543351971758,7.60747636520689,23324.60266,0.132761162,5.525065104,3,7.8,5.4,9.14285714285714,669.666666666667,196.024305555556,3.3,117.333333333333,418.53,0.619792497532083,0.620760338532083,0.000259401753992103,259.401753992103,0.000252213857403271,252.213857403271,0.0570007396076419,57.0007396076419,0.0000147860918330694,0.0000143763764112828,14.3763764112828,97.2290485788116,0.0011108571552,-2.71128958328159,1134.56527486692,0.00194596321088463,0.00000118440486900888,0.00230480830188391,12005.6775556485,0.000000276707853,0.000142195829526608,142.195829526608,229.06719501903,1140.19234356584,-2.70236173907926,-3.89836501121732
"5","Wetland01","S1",2022-07-07 10:00:00,"2022-07-07",358.0439634,0.043622456,1798.189444,0.036666667,7.074,0.2504,61.64864,3.662639,5.037,5.35821875,5.26394444444444,8.18434433879718,62.4107,5.526,4274.088379,0.76464139511624,5328.372,4074.29379977831,1.30780259398326,5328.372,4055.18175897299,11457.74234,31.43629519,22.71368324,0,5.3,2.65,17.1571428571429,471,182.097222222222,6.3,113,418.53,0.608574925962488,0.609542766962488,0.00025470686376308,254.70686376308,0.000218243108145052,218.243108145052,0.0631910167487104,63.1910167487104,0.0000160951856940643,0.0000137910039020846,13.7910039020846,85.6840310153771,0.0031680000288,-1.37489152975127,1394.2336425309,0.00208441661896582,0.00000116296842626654,0.00242411071504249,1799.5240782241,0.000000043622456,0.0000209278968528102,20.9278968528102,34.333762923805,1396.16435117875,-1.37362370998158,-2.22327657278612
"6","Wetland02","S2",2022-07-07 12:00:00,"2022-07-07",337.7270428,0.039859386,1626.024262,0.0125,6.991,0.2181,61.7099,8.465256,4.5814,4.42881052631579,4.05852711988304,7.83147657267723,62.3779,5.555,4263.513184,0.686318498694352,4751.01170971892,3260.70722389358,1.45704946304434,4754.87141543518,3279.96620625188,16631.75398,17.46928081,24.8508019,0,5.3,2.65,17.1571428571429,649.666666666667,182.097222222222,6.73333333333333,115.666666666667,418.53,0.609179664363277,0.610147505363277,0.000254959964925962,254.959964925962,0.000206063312658137,206.063312658137,0.0640916858969392,64.0916858969392,0.0000163408139883294,0.0000132069451097681,13.2069451097681,80.8218312698526,0.00108,-0.34462194873188,1434.59680090316,0.00210417615786018,0.00000116412406320829,0.00244952209859421,1627.23112491516,0.000000039859386,0.0000189429890891524,18.9429890891524,31.0465730378982,1435.53085278872,-0.344472443203114,-0.566412384131751
"7","Wetland02","S2",2022-07-14 11:30:00,"2022-07-14",461.5640262,0.056633842,2421.493696,0.035555556,6.991,0.2181,61.92754,7.014243,7.0384,6.45414583333333,6.69777233187135,7.83147657267723,62.5893,6.179,4263.513184,0.726047736190757,4793.61456351846,3480.39300201362,1.37731990632812,4793.45842866951,3479.57363549759,16631.75398,17.46928081,24.8508019,0.1,0,0.05,7.18571428571429,122.333333333333,126.711805555556,2.86666666666667,105,418.53,0.611328134254689,0.612295975254689,0.000255859164029615,255.859164029615,0.00028261379556461,282.61379556461,0.059414421168314,59.414421168314,0.0000152017241314283,0.0000167913350776515,16.7913350776515,110.456780641986,0.0030720000384,1.9325483670698,1232.0750475702,0.00200051684175584,0.00000116822972471668,0.00233706323933551,2423.29095108708,0.000000056633842,0.0000283096052069689,28.3096052069689,46.2351646116787,1237.06607191809,1.92734686993574,2.91237531795899
"8","Wetland02","S2",2022-07-25 11:15:00,"2022-07-25",458.5467424,0.071903984,3084.418838,0.011428571,6.991,0.2181,61.90392,17.12641,7.1794,8.12340425531915,6.68607919621749,7.83147657267723,62.5103,6.16,4263.513184,0.720643091459469,4787.98892105067,3450.43113793964,1.3876494645564,4788.70238081949,3454.23599699964,16631.75398,17.46928081,24.8508019,2.3,23.8,13.05,3.43333333333333,180.411,196.926579861111,2.51033333333333,125.666666666667,418.53,0.611094965449161,0.612062806449161,0.000255761575889437,255.761575889437,0.000280659406041464,280.659406041464,0.0591589933379447,59.1589933379447,0.0000151305973641455,0.0000166035279322385,16.6035279322385,109.734781335094,0.0009874285344,0.670383625535306,1221.52757241833,0.00199477912692779,0.00000116778414612438,0.00232947143944611,3086.70811680339,0.000000071903984,0.0000360460880251645,36.0460880251645,58.8927927744594,1226.64409738178,0.668518143646311,1.00533789147253
"9","Wetland03","S3",2022-07-07 13:00:00,"2022-07-07",402.7799551,0.046395981,1881.674752,0.004285714,3.964,0.2119,61.66913,11.88605,4.2688,4.26296842105263,3.96710405701754,7.85976418972102,62.3438,5.557,4263.466797,0.236880049292174,840.904,199.193380969986,4.22154589628008,840.904,199.680264447455,24376.74081,3.221982649,48.35886128,0,5.3,2.65,17.1571428571429,602,182.097222222222,6.1,116.666666666667,418.53,0.608777196446199,0.609745037446199,0.000254791520028628,254.791520028628,0.000245593078805028,245.593078805028,0.0647188153332527,64.7188153332527,0.0000164898053332115,0.0000158944931143076,15.8944931143076,96.3898165753058,0.0003702856896,-0.622002501950583,1463.07825396556,0.00211787994370777,0.00000116335495909279,0.0024638461352756,1883.07136292869,0.000000046395981,0.0000219068040838871,21.9068040838871,35.9278103773335,1463.27050136673,-0.621948020803515,-1.03382832159599
"10","Wetland03","S3",2022-07-25 12:00:00,"2022-07-25",784.1767485,0.112915175,4818.839485,0.096,3.964,0.2119,61.81431,11.20151,6.8564,8.75657291666667,7.14622222222222,7.85976418972102,62.4805,6.151,4263.466797,0.234667204185213,840.904,197.332590668162,4.26135387546844,840.904,194.224484900964,24376.74081,3.221982649,48.35886128,2.3,23.8,13.05,3.43333333333333,415.87,196.926579861111,3.26833333333333,94.6666666666667,418.53,0.610210365251728,0.611178206251728,0.000255391344168806,255.391344168806,0.000479271738532542,479.271738532542,0.059746136795061,59.746136795061,0.000015258646184984,0.000028634634852372,28.634634852372,187.661700161521,0.0082944,0.620096219146968,1245.85292987663,0.00200795596423083,0.00000116609370168509,0.00234146480315059,4822.41607253996,0.000000112915175,0.0000562338900909382,56.2338900909382,92.0089910204962,1250.66300941201,0.618505261755054,0.940435325302374
"11","Wetland04","S4",2022-06-29 09:45:00,"2022-06-29",882.2176534,1.335288668,56059.53195,0.155714286,9.574,0.3256,62.18753,5.3432,6.3494,7.2857816091954,7.17837859195402,8.09324925589837,62.5733,6.201,4187.8125,0.298907445634632,464.308027870811,138.785126598518,3.34551719806386,463.356531914872,138.191769669139,3815.402457,10.83713388,39.43372057,0.7,0.8,0.75,14.9428571428571,191.333333333333,140.454861111111,5.1,92.6666666666667,418.53,0.613894669299112,0.614862510299112,0.000256933335941757,256.933335941757,0.000542442560999716,542.442560999716,0.0606823197707525,60.6823197707525,0.0000155913108513839,0.0000329166729438506,32.9166729438506,211.121907949959,0.0134537143104,0.776532937008561,1285.2244605315,0.00202887713644463,0.00000117313429619052,0.00238014535152002,56101.1396697791,0.000001335288668,0.000658141710019925,658.141710019925,1070.38841854215,1289.42197550317,0.774846765620088,1.19875846946138
