"Plot Title: LUXbajo_01"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10856119, SEN S/N: 10856119)","Intensity, Lux (LGR S/N: 10856119, SEN S/N: 10856119)","Coupler Attached (LGR S/N: 10856119)","Coupler Detached (LGR S/N: 10856119)","Host Connected (LGR S/N: 10856119)","Stopped (LGR S/N: 10856119)","End Of File (LGR S/N: 10856119)"
1,07/09/21 11:00:00 AM,8.680,699.7,,,,,
2,07/09/21 11:15:00 AM,8.779,742.7,,,,,
3,07/09/21 11:30:00 AM,9.176,828.8,,,,,
4,07/09/21 11:45:00 AM,9.275,624.3,,,,,
5,07/09/21 12:00:00 PM,9.275,516.7,,,,,
6,07/09/21 12:15:00 PM,9.669,581.3,,,,,
7,07/09/21 12:30:00 PM,9.669,441.3,,,,,
8,07/09/21 12:45:00 PM,9.571,592.0,,,,,
9,07/09/21 01:00:00 PM,9.866,742.7,,,,,
10,07/09/21 01:15:00 PM,10.161,925.7,,,,,
11,07/09/21 01:30:00 PM,10.161,527.4,,,,,
12,07/09/21 01:45:00 PM,10.455,678.1,,,,,
13,07/09/21 02:00:00 PM,10.455,441.3,,,,,
14,07/09/21 02:15:00 PM,10.651,559.7,,,,,
15,07/09/21 02:30:00 PM,10.651,376.7,,,,,
16,07/09/21 02:45:00 PM,10.553,409.0,,,,,
17,07/09/21 03:00:00 PM,10.455,290.6,,,,,
18,07/09/21 03:15:00 PM,10.357,322.9,,,,,
19,07/09/21 03:30:00 PM,10.357,376.7,,,,,
20,07/09/21 03:45:00 PM,10.357,279.9,,,,,
21,07/09/21 04:00:00 PM,10.259,204.5,,,,,
22,07/09/21 04:15:00 PM,10.063,139.9,,,,,
23,07/09/21 04:30:00 PM,9.866,86.1,,,,,
24,07/09/21 04:45:00 PM,9.669,75.3,,,,,
25,07/09/21 05:00:00 PM,9.472,53.8,,,,,
26,07/09/21 05:15:00 PM,9.373,96.9,,,,,
27,07/09/21 05:30:00 PM,9.176,32.3,,,,,
28,07/09/21 05:45:00 PM,9.077,0.0,,,,,
29,07/09/21 06:00:00 PM,8.978,0.0,,,,,
30,07/09/21 06:15:00 PM,8.879,0.0,,,,,
31,07/09/21 06:30:00 PM,8.779,0.0,,,,,
32,07/09/21 06:45:00 PM,8.680,0.0,,,,,
33,07/09/21 07:00:00 PM,8.581,0.0,,,,,
34,07/09/21 07:15:00 PM,8.481,0.0,,,,,
35,07/09/21 07:30:00 PM,8.382,0.0,,,,,
36,07/09/21 07:45:00 PM,8.382,0.0,,,,,
37,07/09/21 08:00:00 PM,8.282,0.0,,,,,
38,07/09/21 08:15:00 PM,8.182,0.0,,,,,
39,07/09/21 08:30:00 PM,8.082,0.0,,,,,
40,07/09/21 08:45:00 PM,8.082,0.0,,,,,
41,07/09/21 09:00:00 PM,7.983,0.0,,,,,
42,07/09/21 09:15:00 PM,7.983,0.0,,,,,
43,07/09/21 09:30:00 PM,7.983,0.0,,,,,
44,07/09/21 09:45:00 PM,7.882,0.0,,,,,
45,07/09/21 10:00:00 PM,7.882,0.0,,,,,
46,07/09/21 10:15:00 PM,7.782,0.0,,,,,
47,07/09/21 10:30:00 PM,7.782,0.0,,,,,
48,07/09/21 10:45:00 PM,7.782,0.0,,,,,
49,07/09/21 11:00:00 PM,7.682,0.0,,,,,
50,07/09/21 11:15:00 PM,7.682,0.0,,,,,
51,07/09/21 11:30:00 PM,7.582,0.0,,,,,
52,07/09/21 11:45:00 PM,7.582,0.0,,,,,
53,07/10/21 12:00:00 AM,7.481,0.0,,,,,
54,07/10/21 12:15:00 AM,7.481,0.0,,,,,
55,07/10/21 12:30:00 AM,7.481,0.0,,,,,
56,07/10/21 12:45:00 AM,7.481,0.0,,,,,
57,07/10/21 01:00:00 AM,7.381,0.0,,,,,
58,07/10/21 01:15:00 AM,7.381,0.0,,,,,
59,07/10/21 01:30:00 AM,7.280,0.0,,,,,
60,07/10/21 01:45:00 AM,7.280,0.0,,,,,
61,07/10/21 02:00:00 AM,7.280,0.0,,,,,
62,07/10/21 02:15:00 AM,7.280,0.0,,,,,
63,07/10/21 02:30:00 AM,7.179,0.0,,,,,
64,07/10/21 02:45:00 AM,7.179,0.0,,,,,
65,07/10/21 03:00:00 AM,7.179,0.0,,,,,
66,07/10/21 03:15:00 AM,7.179,0.0,,,,,
67,07/10/21 03:30:00 AM,7.079,0.0,,,,,
68,07/10/21 03:45:00 AM,7.079,0.0,,,,,
69,07/10/21 04:00:00 AM,7.079,0.0,,,,,
70,07/10/21 04:15:00 AM,7.079,0.0,,,,,
71,07/10/21 04:30:00 AM,7.079,0.0,,,,,
72,07/10/21 04:45:00 AM,6.978,0.0,,,,,
73,07/10/21 05:00:00 AM,6.978,0.0,,,,,
74,07/10/21 05:15:00 AM,6.978,0.0,,,,,
75,07/10/21 05:30:00 AM,6.978,0.0,,,,,
76,07/10/21 05:45:00 AM,6.978,0.0,,,,,
77,07/10/21 06:00:00 AM,6.978,0.0,,,,,
78,07/10/21 06:15:00 AM,6.877,0.0,,,,,
79,07/10/21 06:30:00 AM,6.877,0.0,,,,,
80,07/10/21 06:45:00 AM,6.877,0.0,,,,,
81,07/10/21 07:00:00 AM,6.877,21.5,,,,,
82,07/10/21 07:15:00 AM,6.877,43.1,,,,,
83,07/10/21 07:30:00 AM,6.877,53.8,,,,,
84,07/10/21 07:45:00 AM,6.978,75.3,,,,,
85,07/10/21 08:00:00 AM,6.978,161.5,,,,,
86,07/10/21 08:15:00 AM,7.079,183.0,,,,,
87,07/10/21 08:30:00 AM,7.179,258.3,,,,,
88,07/10/21 08:45:00 AM,7.381,301.4,,,,,
89,07/10/21 09:00:00 AM,7.481,376.7,,,,,
90,07/10/21 09:15:00 AM,7.582,312.2,,,,,
91,07/10/21 09:30:00 AM,7.682,301.4,,,,,
92,07/10/21 09:45:00 AM,7.882,387.5,,,,,
93,07/10/21 10:00:00 AM,8.082,355.2,,,,,
94,07/10/21 10:15:00 AM,8.182,398.3,,,,,
95,07/10/21 10:30:00 AM,8.481,312.2,,,,,
96,07/10/21 10:45:00 AM,8.581,678.1,,,,,
97,07/10/21 11:00:00 AM,8.581,312.2,,,,,
98,07/10/21 11:15:00 AM,8.779,462.9,,,,,
99,07/10/21 11:30:00 AM,8.879,279.9,,,,,
100,07/10/21 11:45:00 AM,8.779,279.9,,,,,
101,07/10/21 12:00:00 PM,8.779,236.8,,,,,
102,07/10/21 12:15:00 PM,8.779,269.1,,,,,
103,07/10/21 12:30:00 PM,8.978,290.6,,,,,
104,07/10/21 12:45:00 PM,9.275,527.4,,,,,
105,07/10/21 01:00:00 PM,9.373,516.7,,,,,
106,07/10/21 01:15:00 PM,9.472,301.4,,,,,
107,07/10/21 01:30:00 PM,9.373,290.6,,,,,
108,07/10/21 01:45:00 PM,9.669,441.3,,,,,
109,07/10/21 02:00:00 PM,10.063,635.1,,,,,
110,07/10/21 02:15:00 PM,10.161,419.8,,,,,
111,07/10/21 02:30:00 PM,10.161,258.3,,,,,
112,07/10/21 02:45:00 PM,10.063,236.8,,,,,
113,07/10/21 03:00:00 PM,10.063,215.3,,,,,
114,07/10/21 03:15:00 PM,10.063,312.2,,,,,
115,07/10/21 03:30:00 PM,10.063,193.8,,,,,
116,07/10/21 03:45:00 PM,10.063,247.6,,,,,
117,07/10/21 04:00:00 PM,9.965,107.6,,,,,
118,07/10/21 04:15:00 PM,9.866,150.7,,,,,
119,07/10/21 04:30:00 PM,9.768,107.6,,,,,
120,07/10/21 04:45:00 PM,9.669,75.3,,,,,
121,07/10/21 05:00:00 PM,9.571,96.9,,,,,
122,07/10/21 05:15:00 PM,9.571,129.2,,,,,
123,07/10/21 05:30:00 PM,9.472,64.6,,,,,
124,07/10/21 05:45:00 PM,9.275,75.3,,,,,
125,07/10/21 06:00:00 PM,9.176,21.5,,,,,
126,07/10/21 06:15:00 PM,8.879,0.0,,,,,
127,07/10/21 06:30:00 PM,8.779,0.0,,,,,
128,07/10/21 06:45:00 PM,8.581,0.0,,,,,
129,07/10/21 07:00:00 PM,8.481,0.0,,,,,
130,07/10/21 07:15:00 PM,8.382,0.0,,,,,
131,07/10/21 07:30:00 PM,8.282,0.0,,,,,
132,07/10/21 07:45:00 PM,8.182,0.0,,,,,
133,07/10/21 08:00:00 PM,8.082,0.0,,,,,
134,07/10/21 08:15:00 PM,7.983,0.0,,,,,
135,07/10/21 08:30:00 PM,7.882,0.0,,,,,
136,07/10/21 08:45:00 PM,7.782,0.0,,,,,
137,07/10/21 09:00:00 PM,7.782,0.0,,,,,
138,07/10/21 09:15:00 PM,7.682,0.0,,,,,
139,07/10/21 09:30:00 PM,7.582,0.0,,,,,
140,07/10/21 09:45:00 PM,7.582,0.0,,,,,
141,07/10/21 10:00:00 PM,7.481,0.0,,,,,
142,07/10/21 10:15:00 PM,7.381,0.0,,,,,
143,07/10/21 10:30:00 PM,7.381,0.0,,,,,
144,07/10/21 10:45:00 PM,7.280,0.0,,,,,
145,07/10/21 11:00:00 PM,7.280,0.0,,,,,
146,07/10/21 11:15:00 PM,7.179,0.0,,,,,
147,07/10/21 11:30:00 PM,7.179,0.0,,,,,
148,07/10/21 11:45:00 PM,7.079,0.0,,,,,
149,07/11/21 12:00:00 AM,7.079,0.0,,,,,
150,07/11/21 12:15:00 AM,7.079,0.0,,,,,
151,07/11/21 12:30:00 AM,7.079,0.0,,,,,
152,07/11/21 12:45:00 AM,6.978,0.0,,,,,
153,07/11/21 01:00:00 AM,6.978,0.0,,,,,
154,07/11/21 01:15:00 AM,6.978,0.0,,,,,
155,07/11/21 01:30:00 AM,6.877,0.0,,,,,
156,07/11/21 01:45:00 AM,6.877,0.0,,,,,
157,07/11/21 02:00:00 AM,6.877,0.0,,,,,
158,07/11/21 02:15:00 AM,6.775,0.0,,,,,
159,07/11/21 02:30:00 AM,6.775,0.0,,,,,
160,07/11/21 02:45:00 AM,6.775,0.0,,,,,
161,07/11/21 03:00:00 AM,6.674,0.0,,,,,
162,07/11/21 03:15:00 AM,6.674,0.0,,,,,
163,07/11/21 03:30:00 AM,6.573,0.0,,,,,
164,07/11/21 03:45:00 AM,6.573,0.0,,,,,
165,07/11/21 04:00:00 AM,6.471,0.0,,,,,
166,07/11/21 04:15:00 AM,6.471,0.0,,,,,
167,07/11/21 04:30:00 AM,6.370,0.0,,,,,
168,07/11/21 04:45:00 AM,6.370,0.0,,,,,
169,07/11/21 05:00:00 AM,6.268,0.0,,,,,
170,07/11/21 05:15:00 AM,6.268,0.0,,,,,
171,07/11/21 05:30:00 AM,6.268,0.0,,,,,
172,07/11/21 05:45:00 AM,6.166,0.0,,,,,
173,07/11/21 06:00:00 AM,6.166,0.0,,,,,
174,07/11/21 06:15:00 AM,6.064,0.0,,,,,
175,07/11/21 06:30:00 AM,6.064,0.0,,,,,
176,07/11/21 06:45:00 AM,6.064,0.0,,,,,
177,07/11/21 07:00:00 AM,5.962,10.8,,,,,
178,07/11/21 07:15:00 AM,6.064,0.0,,,,,
179,07/11/21 07:30:00 AM,6.064,21.5,,,,,
180,07/11/21 07:45:00 AM,6.064,43.1,,,,,
181,07/11/21 08:00:00 AM,6.064,43.1,,,,,
182,07/11/21 08:15:00 AM,6.166,32.3,,,,,
183,07/11/21 08:30:00 AM,6.268,96.9,,,,,
184,07/11/21 08:45:00 AM,6.471,118.4,,,,,
185,07/11/21 09:00:00 AM,6.674,129.2,,,,,
186,07/11/21 09:15:00 AM,6.877,161.5,,,,,
187,07/11/21 09:30:00 AM,6.978,118.4,,,,,
188,07/11/21 09:45:00 AM,7.079,139.9,,,,,
189,07/11/21 10:00:00 AM,7.179,107.6,,,,,
190,07/11/21 10:15:00 AM,7.381,139.9,,,,,
191,07/11/21 10:30:00 AM,7.481,107.6,,,,,
192,07/11/21 10:45:00 AM,7.682,86.1,,,,,
193,07/11/21 11:00:00 AM,7.882,193.8,,,,,
194,07/11/21 11:15:00 AM,7.983,129.2,,,,,
195,07/11/21 11:30:00 AM,8.282,139.9,,,,,
196,07/11/21 11:45:00 AM,8.481,150.7,,,,,
197,07/11/21 12:00:00 PM,8.481,183.0,,,,,
198,07/11/21 12:15:00 PM,8.879,204.5,,,,,
199,07/11/21 12:30:00 PM,8.978,150.7,,,,,
200,07/11/21 12:45:00 PM,9.176,139.9,,,,,
201,07/11/21 01:00:00 PM,9.275,139.9,,,,,
