"Plot Title: WL_03"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20028184, SEN S/N: 20028184)","Temp, °C (LGR S/N: 20028184, SEN S/N: 20028184)","Coupler Detached (LGR S/N: 20028184)","End Of File (LGR S/N: 20028184)"
1,10/20/21 01:30:00 PM,63.449,10.846,Logged,
2,10/20/21 01:45:00 PM,63.406,10.161,,
3,10/20/21 02:00:00 PM,63.383,10.259,,
4,10/20/21 02:15:00 PM,63.376,9.965,,
5,10/20/21 02:30:00 PM,63.356,9.669,,
6,10/20/21 02:45:00 PM,63.354,9.571,,
7,10/20/21 03:00:00 PM,63.351,9.472,,
8,10/20/21 03:15:00 PM,63.334,9.275,,
9,10/20/21 03:30:00 PM,63.344,9.176,,
10,10/20/21 03:45:00 PM,63.329,9.077,,
11,10/20/21 04:00:00 PM,63.327,8.978,,
12,10/20/21 04:15:00 PM,63.347,8.779,,
13,10/20/21 04:30:00 PM,63.357,8.680,,
14,10/20/21 04:45:00 PM,63.342,8.581,,
15,10/20/21 05:00:00 PM,63.365,8.481,,
16,10/20/21 05:15:00 PM,63.363,8.382,,
17,10/20/21 05:30:00 PM,63.386,8.282,,
18,10/20/21 05:45:00 PM,63.383,8.182,,
19,10/20/21 06:00:00 PM,63.396,8.182,,
20,10/20/21 06:15:00 PM,63.406,8.082,,
21,10/20/21 06:30:00 PM,63.416,7.983,,
22,10/20/21 06:45:00 PM,63.452,7.882,,
23,10/20/21 07:00:00 PM,63.490,7.882,,
24,10/20/21 07:15:00 PM,63.550,7.782,,
25,10/20/21 07:30:00 PM,63.674,7.682,,
26,10/20/21 07:45:00 PM,63.664,7.782,,
27,10/20/21 08:00:00 PM,63.654,7.882,,
28,10/20/21 08:15:00 PM,63.667,7.882,,
29,10/20/21 08:30:00 PM,63.639,7.782,,
30,10/20/21 08:45:00 PM,63.639,7.782,,
31,10/20/21 09:00:00 PM,63.649,7.682,,
32,10/20/21 09:15:00 PM,63.687,7.682,,
33,10/20/21 09:30:00 PM,63.687,7.682,,
34,10/20/21 09:45:00 PM,63.712,7.682,,
35,10/20/21 10:00:00 PM,63.760,7.582,,
36,10/20/21 10:15:00 PM,63.786,7.582,,
37,10/20/21 10:30:00 PM,63.811,7.582,,
38,10/20/21 10:45:00 PM,63.836,7.582,,
39,10/20/21 11:00:00 PM,63.874,7.582,,
40,10/20/21 11:15:00 PM,63.887,7.582,,
41,10/20/21 11:30:00 PM,63.897,7.481,,
42,10/20/21 11:45:00 PM,63.922,7.481,,
43,10/21/21 12:00:00 AM,63.910,7.481,,
44,10/21/21 12:15:00 AM,63.882,7.381,,
45,10/21/21 12:30:00 AM,63.857,7.381,,
46,10/21/21 12:45:00 AM,63.831,7.381,,
47,10/21/21 01:00:00 AM,63.829,7.280,,
48,10/21/21 01:15:00 AM,63.816,7.280,,
